7.1370 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x16CFEE50>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=1, size=array([1280, 1024]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
244.5426 	EXP 	Gray_Square3: autoDraw = False
244.5426 	EXP 	text_3: autoDraw = False
244.5426 	EXP 	T1_text: text = 'X'
244.5426 	EXP 	T2_text: text = '1'
244.5426 	EXP 	Gray_Square: autoDraw = True
244.5426 	EXP 	T1_text: autoDraw = True
244.6428 	EXP 	T1_text: autoDraw = False
244.6603 	EXP 	T1_Delay: autoDraw = True
245.4452 	EXP 	T1_Delay: autoDraw = False
245.4452 	EXP 	T2_text: autoDraw = True
245.9980 	DATA 	Keypress: z
246.0035 	EXP 	New trial (rep=68, index=0): None
246.0136 	EXP 	Gray_Square: autoDraw = False
246.0136 	EXP 	T1_text: autoDraw = False
246.0136 	EXP 	T1_Delay: autoDraw = False
246.0136 	EXP 	T2_text: autoDraw = False
246.0136 	EXP 	Gray_Square2: autoDraw = False
246.0136 	EXP 	X_or_Y: autoDraw = False
246.0136 	EXP 	Gray_Square3: autoDraw = True
246.0136 	EXP 	text_3: autoDraw = True
247.1837 	EXP 	Gray_Square3: autoDraw = False
247.1837 	EXP 	text_3: autoDraw = False
247.1837 	EXP 	Gray_Square3: autoDraw = False
247.1837 	EXP 	text_3: autoDraw = False
247.1837 	EXP 	T1_text: text = '#'
247.1837 	EXP 	T2_text: text = '2'
247.1837 	EXP 	Gray_Square: autoDraw = True
247.1837 	EXP 	T1_text: autoDraw = True
247.2673 	EXP 	T1_text: autoDraw = False
247.2847 	EXP 	T1_Delay: autoDraw = True
248.0706 	EXP 	T1_Delay: autoDraw = False
248.0706 	EXP 	T2_text: autoDraw = True
248.4877 	DATA 	Keypress: slash
248.4933 	EXP 	New trial (rep=69, index=0): None
248.5040 	EXP 	Gray_Square: autoDraw = False
248.5040 	EXP 	T1_text: autoDraw = False
248.5040 	EXP 	T1_Delay: autoDraw = False
248.5040 	EXP 	T2_text: autoDraw = False
248.5040 	EXP 	Gray_Square2: autoDraw = False
248.5040 	EXP 	X_or_Y: autoDraw = False
248.5040 	EXP 	Gray_Square3: autoDraw = True
248.5040 	EXP 	text_3: autoDraw = True
249.6745 	EXP 	Gray_Square3: autoDraw = False
249.6745 	EXP 	text_3: autoDraw = False
249.6745 	EXP 	Gray_Square3: autoDraw = False
249.6745 	EXP 	text_3: autoDraw = False
249.6745 	EXP 	T1_text: text = 'Y'
249.6745 	EXP 	T2_text: text = '2'
249.6745 	EXP 	Gray_Square: autoDraw = True
249.6745 	EXP 	T1_text: autoDraw = True
249.7748 	EXP 	T1_text: autoDraw = False
249.7915 	EXP 	T1_Delay: autoDraw = True
250.5778 	EXP 	T1_Delay: autoDraw = False
250.5778 	EXP 	T2_text: autoDraw = True
251.1124 	DATA 	Keypress: slash
251.1180 	EXP 	New trial (rep=70, index=0): None
251.1296 	EXP 	Gray_Square: autoDraw = False
251.1296 	EXP 	T1_text: autoDraw = False
251.1296 	EXP 	T1_Delay: autoDraw = False
251.1296 	EXP 	T2_text: autoDraw = False
251.1296 	EXP 	Gray_Square2: autoDraw = False
251.1296 	EXP 	X_or_Y: autoDraw = False
251.1296 	EXP 	Gray_Square3: autoDraw = True
251.1296 	EXP 	text_3: autoDraw = True
252.1657 	EXP 	Gray_Square3: autoDraw = False
252.1657 	EXP 	text_3: autoDraw = False
252.1657 	EXP 	Gray_Square3: autoDraw = False
252.1657 	EXP 	text_3: autoDraw = False
252.1657 	EXP 	T1_text: text = 'X'
252.1657 	EXP 	T2_text: text = '2'
252.1657 	EXP 	Gray_Square: autoDraw = True
252.1657 	EXP 	T1_text: autoDraw = True
252.2655 	EXP 	T1_text: autoDraw = False
252.2822 	EXP 	T1_Delay: autoDraw = True
253.0684 	EXP 	T1_Delay: autoDraw = False
253.0684 	EXP 	T2_text: autoDraw = True
253.5025 	DATA 	Keypress: slash
253.5081 	EXP 	New trial (rep=71, index=0): None
253.5193 	EXP 	Gray_Square: autoDraw = False
253.5193 	EXP 	T1_text: autoDraw = False
253.5193 	EXP 	T1_Delay: autoDraw = False
253.5193 	EXP 	T2_text: autoDraw = False
253.5193 	EXP 	Gray_Square2: autoDraw = False
253.5193 	EXP 	X_or_Y: autoDraw = False
253.5193 	EXP 	Gray_Square3: autoDraw = True
253.5193 	EXP 	text_3: autoDraw = True
255.0906 	EXP 	Gray_Square3: autoDraw = False
255.0906 	EXP 	text_3: autoDraw = False
255.0906 	EXP 	Gray_Square3: autoDraw = False
255.0906 	EXP 	text_3: autoDraw = False
255.0906 	EXP 	T1_text: text = 'X'
255.0906 	EXP 	T2_text: text = '1'
255.0906 	EXP 	Gray_Square: autoDraw = True
255.0906 	EXP 	T1_text: autoDraw = True
255.1909 	EXP 	T1_text: autoDraw = False
255.2076 	EXP 	T1_Delay: autoDraw = True
255.9933 	EXP 	T1_Delay: autoDraw = False
255.9933 	EXP 	T2_text: autoDraw = True
256.5953 	DATA 	Keypress: z
256.6009 	EXP 	New trial (rep=72, index=0): None
256.6123 	EXP 	Gray_Square: autoDraw = False
256.6123 	EXP 	T1_text: autoDraw = False
256.6123 	EXP 	T1_Delay: autoDraw = False
256.6123 	EXP 	T2_text: autoDraw = False
256.6123 	EXP 	Gray_Square2: autoDraw = False
256.6123 	EXP 	X_or_Y: autoDraw = False
256.6123 	EXP 	Gray_Square3: autoDraw = True
256.6123 	EXP 	text_3: autoDraw = True
258.0003 	EXP 	Gray_Square3: autoDraw = False
258.0003 	EXP 	text_3: autoDraw = False
258.0003 	EXP 	Gray_Square3: autoDraw = False
258.0003 	EXP 	text_3: autoDraw = False
258.0003 	EXP 	T1_text: text = 'X'
258.0003 	EXP 	T2_text: text = '2'
258.0003 	EXP 	Gray_Square: autoDraw = True
258.0003 	EXP 	T1_text: autoDraw = True
258.0995 	EXP 	T1_text: autoDraw = False
258.1166 	EXP 	T1_Delay: autoDraw = True
258.9026 	EXP 	T1_Delay: autoDraw = False
258.9026 	EXP 	T2_text: autoDraw = True
259.2876 	DATA 	Keypress: slash
259.2932 	EXP 	New trial (rep=73, index=0): None
259.3031 	EXP 	Gray_Square: autoDraw = False
259.3031 	EXP 	T1_text: autoDraw = False
259.3031 	EXP 	T1_Delay: autoDraw = False
259.3031 	EXP 	T2_text: autoDraw = False
259.3031 	EXP 	Gray_Square2: autoDraw = False
259.3031 	EXP 	X_or_Y: autoDraw = False
259.3031 	EXP 	Gray_Square3: autoDraw = True
259.3031 	EXP 	text_3: autoDraw = True
261.1591 	EXP 	Gray_Square3: autoDraw = False
261.1591 	EXP 	text_3: autoDraw = False
261.1591 	EXP 	Gray_Square3: autoDraw = False
261.1591 	EXP 	text_3: autoDraw = False
261.1591 	EXP 	T1_text: text = 'X'
261.1591 	EXP 	T2_text: text = '1'
261.1591 	EXP 	Gray_Square: autoDraw = True
261.1591 	EXP 	T1_text: autoDraw = True
261.2611 	EXP 	T1_text: autoDraw = False
261.2757 	EXP 	T1_Delay: autoDraw = True
262.0613 	EXP 	T1_Delay: autoDraw = False
262.0613 	EXP 	T2_text: autoDraw = True
262.5465 	DATA 	Keypress: z
262.5522 	EXP 	New trial (rep=74, index=0): None
262.5638 	EXP 	Gray_Square: autoDraw = False
262.5638 	EXP 	T1_text: autoDraw = False
262.5638 	EXP 	T1_Delay: autoDraw = False
262.5638 	EXP 	T2_text: autoDraw = False
262.5638 	EXP 	Gray_Square2: autoDraw = False
262.5638 	EXP 	X_or_Y: autoDraw = False
262.5638 	EXP 	Gray_Square3: autoDraw = True
262.5638 	EXP 	text_3: autoDraw = True
263.6002 	EXP 	Gray_Square3: autoDraw = False
263.6002 	EXP 	text_3: autoDraw = False
263.6002 	EXP 	Gray_Square3: autoDraw = False
263.6002 	EXP 	text_3: autoDraw = False
263.6002 	EXP 	T1_text: text = '#'
263.6002 	EXP 	T2_text: text = '2'
263.6002 	EXP 	Gray_Square: autoDraw = True
263.6002 	EXP 	T1_text: autoDraw = True
263.6992 	EXP 	T1_text: autoDraw = False
263.7161 	EXP 	T1_Delay: autoDraw = True
264.5030 	EXP 	T1_Delay: autoDraw = False
264.5030 	EXP 	T2_text: autoDraw = True
264.9034 	DATA 	Keypress: slash
264.9091 	EXP 	New trial (rep=75, index=0): None
264.9205 	EXP 	Gray_Square: autoDraw = False
264.9205 	EXP 	T1_text: autoDraw = False
264.9205 	EXP 	T1_Delay: autoDraw = False
264.9205 	EXP 	T2_text: autoDraw = False
264.9205 	EXP 	Gray_Square2: autoDraw = False
264.9205 	EXP 	X_or_Y: autoDraw = False
264.9205 	EXP 	Gray_Square3: autoDraw = True
264.9205 	EXP 	text_3: autoDraw = True
266.7261 	EXP 	Gray_Square3: autoDraw = False
266.7261 	EXP 	text_3: autoDraw = False
266.7261 	EXP 	Gray_Square3: autoDraw = False
266.7261 	EXP 	text_3: autoDraw = False
266.7261 	EXP 	T1_text: text = 'X'
266.7261 	EXP 	T2_text: text = '1'
266.7261 	EXP 	Gray_Square: autoDraw = True
266.7261 	EXP 	T1_text: autoDraw = True
266.8088 	EXP 	T1_text: autoDraw = False
266.8259 	EXP 	T1_Delay: autoDraw = True
267.6119 	EXP 	T1_Delay: autoDraw = False
267.6119 	EXP 	T2_text: autoDraw = True
268.0628 	DATA 	Keypress: z
268.0684 	EXP 	New trial (rep=76, index=0): None
268.0802 	EXP 	Gray_Square: autoDraw = False
268.0802 	EXP 	T1_text: autoDraw = False
268.0802 	EXP 	T1_Delay: autoDraw = False
268.0802 	EXP 	T2_text: autoDraw = False
268.0802 	EXP 	Gray_Square2: autoDraw = False
268.0802 	EXP 	X_or_Y: autoDraw = False
268.0802 	EXP 	Gray_Square3: autoDraw = True
268.0802 	EXP 	text_3: autoDraw = True
269.3497 	EXP 	Gray_Square3: autoDraw = False
269.3497 	EXP 	text_3: autoDraw = False
269.3497 	EXP 	Gray_Square3: autoDraw = False
269.3497 	EXP 	text_3: autoDraw = False
269.3497 	EXP 	T1_text: text = '#'
269.3497 	EXP 	T2_text: text = '2'
269.3497 	EXP 	Gray_Square: autoDraw = True
269.3497 	EXP 	T1_text: autoDraw = True
269.4333 	EXP 	T1_text: autoDraw = False
269.4504 	EXP 	T1_Delay: autoDraw = True
270.2363 	EXP 	T1_Delay: autoDraw = False
270.2363 	EXP 	T2_text: autoDraw = True
270.6214 	DATA 	Keypress: slash
270.6269 	EXP 	New trial (rep=77, index=0): None
270.6369 	EXP 	Gray_Square: autoDraw = False
270.6369 	EXP 	T1_text: autoDraw = False
270.6369 	EXP 	T1_Delay: autoDraw = False
270.6369 	EXP 	T2_text: autoDraw = False
270.6369 	EXP 	Gray_Square2: autoDraw = False
270.6369 	EXP 	X_or_Y: autoDraw = False
270.6369 	EXP 	Gray_Square3: autoDraw = True
270.6369 	EXP 	text_3: autoDraw = True
271.7903 	EXP 	Gray_Square3: autoDraw = False
271.7903 	EXP 	text_3: autoDraw = False
271.7903 	EXP 	Gray_Square3: autoDraw = False
271.7903 	EXP 	text_3: autoDraw = False
271.7903 	EXP 	T1_text: text = '#'
271.7903 	EXP 	T2_text: text = '2'
271.7903 	EXP 	Gray_Square: autoDraw = True
271.7903 	EXP 	T1_text: autoDraw = True
271.8906 	EXP 	T1_text: autoDraw = False
271.9077 	EXP 	T1_Delay: autoDraw = True
272.6930 	EXP 	T1_Delay: autoDraw = False
272.6930 	EXP 	T2_text: autoDraw = True
273.1112 	DATA 	Keypress: slash
273.1168 	EXP 	New trial (rep=78, index=0): None
273.1281 	EXP 	Gray_Square: autoDraw = False
273.1281 	EXP 	T1_text: autoDraw = False
273.1281 	EXP 	T1_Delay: autoDraw = False
273.1281 	EXP 	T2_text: autoDraw = False
273.1281 	EXP 	Gray_Square2: autoDraw = False
273.1281 	EXP 	X_or_Y: autoDraw = False
273.1281 	EXP 	Gray_Square3: autoDraw = True
273.1281 	EXP 	text_3: autoDraw = True
274.5986 	EXP 	Gray_Square3: autoDraw = False
274.5986 	EXP 	text_3: autoDraw = False
274.5986 	EXP 	Gray_Square3: autoDraw = False
274.5986 	EXP 	text_3: autoDraw = False
274.5986 	EXP 	T1_text: text = 'X'
274.5986 	EXP 	T2_text: text = '1'
274.5986 	EXP 	Gray_Square: autoDraw = True
274.5986 	EXP 	T1_text: autoDraw = True
274.6823 	EXP 	T1_text: autoDraw = False
274.6993 	EXP 	T1_Delay: autoDraw = True
275.4855 	EXP 	T1_Delay: autoDraw = False
275.4855 	EXP 	T2_text: autoDraw = True
275.9530 	DATA 	Keypress: z
275.9585 	EXP 	New trial (rep=79, index=0): None
275.9702 	EXP 	Gray_Square: autoDraw = False
275.9702 	EXP 	T1_text: autoDraw = False
275.9702 	EXP 	T1_Delay: autoDraw = False
275.9702 	EXP 	T2_text: autoDraw = False
275.9702 	EXP 	Gray_Square2: autoDraw = False
275.9702 	EXP 	X_or_Y: autoDraw = False
275.9702 	EXP 	Gray_Square3: autoDraw = True
275.9702 	EXP 	text_3: autoDraw = True
277.9754 	EXP 	Gray_Square3: autoDraw = False
277.9754 	EXP 	text_3: autoDraw = False
277.9754 	EXP 	Gray_Square3: autoDraw = False
277.9754 	EXP 	text_3: autoDraw = False
277.9754 	EXP 	T1_text: text = '#'
277.9754 	EXP 	T2_text: text = '2'
277.9754 	EXP 	Gray_Square: autoDraw = True
277.9754 	EXP 	T1_text: autoDraw = True
278.0590 	EXP 	T1_text: autoDraw = False
278.0761 	EXP 	T1_Delay: autoDraw = True
278.8610 	EXP 	T1_Delay: autoDraw = False
278.8610 	EXP 	T2_text: autoDraw = True
279.2962 	DATA 	Keypress: slash
279.3010 	EXP 	New trial (rep=0, index=1): OrderedDict([('Task_Instructions', u'In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.'), ('Block_type', u'Remember_T1'), ('Trial_example', u'example2.jpg'), ('TrialNumber', 80)])
279.5644 	EXP 	Gray_Square: autoDraw = False
279.5644 	EXP 	T1_text: autoDraw = False
279.5644 	EXP 	T1_Delay: autoDraw = False
279.5644 	EXP 	T2_text: autoDraw = False
279.5644 	EXP 	Gray_Square2: autoDraw = False
279.5644 	EXP 	X_or_Y: autoDraw = False
279.5644 	EXP 	text: text = u'In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.'
279.5644 	EXP 	text: autoDraw = True
314.1003 	DATA 	Keypress: z
314.2002 	EXP 	text: autoDraw = False
314.2002 	EXP 	image: image = u'example2.jpg'
314.2002 	EXP 	image: autoDraw = True
334.5772 	DATA 	Keypress: slash
334.5945 	EXP 	image: autoDraw = False
334.5945 	EXP 	text_4: autoDraw = True
334.5945 	EXP 	Gray_Square_2: autoDraw = True
337.5702 	EXP 	Created sequence: sequential, trialTypes=1, nReps=80, seed=None
337.5717 	EXP 	New trial (rep=0, index=0): None
337.5872 	EXP 	text_4: autoDraw = False
337.5872 	EXP 	Gray_Square_2: autoDraw = False
337.5872 	EXP 	text_4: autoDraw = False
337.5872 	EXP 	Gray_Square_2: autoDraw = False
337.5872 	EXP 	Gray_Square3: autoDraw = True
337.5872 	EXP 	text_3: autoDraw = True
338.7240 	EXP 	Gray_Square3: autoDraw = False
338.7240 	EXP 	text_3: autoDraw = False
338.7240 	EXP 	Gray_Square3: autoDraw = False
338.7240 	EXP 	text_3: autoDraw = False
338.7240 	EXP 	T1_text: text = '#'
338.7240 	EXP 	T2_text: text = '1'
338.7240 	EXP 	Gray_Square: autoDraw = True
338.7240 	EXP 	T1_text: autoDraw = True
338.8232 	EXP 	T1_text: autoDraw = False
338.8405 	EXP 	T1_Delay: autoDraw = True
339.6259 	EXP 	T1_Delay: autoDraw = False
339.6259 	EXP 	T2_text: autoDraw = True
340.2786 	DATA 	Keypress: z
340.2848 	EXP 	New trial (rep=1, index=0): None
340.2942 	EXP 	Gray_Square: autoDraw = False
340.2942 	EXP 	T1_text: autoDraw = False
340.2942 	EXP 	T1_Delay: autoDraw = False
340.2942 	EXP 	T2_text: autoDraw = False
340.2942 	EXP 	Gray_Square2: autoDraw = False
340.2942 	EXP 	X_or_Y: autoDraw = False
340.2942 	EXP 	Gray_Square3: autoDraw = True
340.2942 	EXP 	text_3: autoDraw = True
341.9166 	EXP 	Gray_Square3: autoDraw = False
341.9166 	EXP 	text_3: autoDraw = False
341.9166 	EXP 	Gray_Square3: autoDraw = False
341.9166 	EXP 	text_3: autoDraw = False
341.9166 	EXP 	T1_text: text = 'X'
341.9166 	EXP 	T2_text: text = '1'
341.9166 	EXP 	Gray_Square: autoDraw = True
341.9166 	EXP 	T1_text: autoDraw = True
342.0160 	EXP 	T1_text: autoDraw = False
342.0333 	EXP 	T1_Delay: autoDraw = True
342.8184 	EXP 	T1_Delay: autoDraw = False
342.8184 	EXP 	T2_text: autoDraw = True
343.4706 	DATA 	Keypress: z
343.4878 	EXP 	Gray_Square: autoDraw = False
343.4878 	EXP 	T1_text: autoDraw = False
343.4878 	EXP 	T1_Delay: autoDraw = False
343.4878 	EXP 	T2_text: autoDraw = False
343.4878 	EXP 	Gray_Square2: autoDraw = True
343.4878 	EXP 	X_or_Y: autoDraw = True
345.3428 	DATA 	Keypress: bracketleft
345.3470 	EXP 	New trial (rep=2, index=0): None
345.3604 	EXP 	Gray_Square2: autoDraw = False
345.3604 	EXP 	X_or_Y: autoDraw = False
345.3604 	EXP 	Gray_Square3: autoDraw = True
345.3604 	EXP 	text_3: autoDraw = True
346.9309 	EXP 	Gray_Square3: autoDraw = False
346.9309 	EXP 	text_3: autoDraw = False
346.9309 	EXP 	Gray_Square3: autoDraw = False
346.9309 	EXP 	text_3: autoDraw = False
346.9309 	EXP 	T1_text: text = 'Y'
346.9309 	EXP 	T2_text: text = '1'
346.9309 	EXP 	Gray_Square: autoDraw = True
346.9309 	EXP 	T1_text: autoDraw = True
347.0309 	EXP 	T1_text: autoDraw = False
347.0482 	EXP 	T1_Delay: autoDraw = True
347.8339 	EXP 	T1_Delay: autoDraw = False
347.8339 	EXP 	T2_text: autoDraw = True
349.9064 	DATA 	Keypress: z
349.9237 	EXP 	Gray_Square: autoDraw = False
349.9237 	EXP 	T1_text: autoDraw = False
349.9237 	EXP 	T1_Delay: autoDraw = False
349.9237 	EXP 	T2_text: autoDraw = False
349.9237 	EXP 	Gray_Square2: autoDraw = True
349.9237 	EXP 	X_or_Y: autoDraw = True
350.3578 	DATA 	Keypress: bracketright
350.3618 	EXP 	New trial (rep=3, index=0): None
350.3753 	EXP 	Gray_Square2: autoDraw = False
350.3753 	EXP 	X_or_Y: autoDraw = False
350.3753 	EXP 	Gray_Square3: autoDraw = True
350.3753 	EXP 	text_3: autoDraw = True
351.4784 	EXP 	Gray_Square3: autoDraw = False
351.4784 	EXP 	text_3: autoDraw = False
351.4784 	EXP 	Gray_Square3: autoDraw = False
351.4784 	EXP 	text_3: autoDraw = False
351.4784 	EXP 	T1_text: text = '#'
351.4784 	EXP 	T2_text: text = '2'
351.4784 	EXP 	Gray_Square: autoDraw = True
351.4784 	EXP 	T1_text: autoDraw = True
351.5610 	EXP 	T1_text: autoDraw = False
351.5783 	EXP 	T1_Delay: autoDraw = True
352.3635 	EXP 	T1_Delay: autoDraw = False
352.3635 	EXP 	T2_text: autoDraw = True
354.8880 	DATA 	Keypress: slash
354.8935 	EXP 	New trial (rep=4, index=0): None
354.9054 	EXP 	Gray_Square: autoDraw = False
354.9054 	EXP 	T1_text: autoDraw = False
354.9054 	EXP 	T1_Delay: autoDraw = False
354.9054 	EXP 	T2_text: autoDraw = False
354.9054 	EXP 	Gray_Square2: autoDraw = False
354.9054 	EXP 	X_or_Y: autoDraw = False
354.9054 	EXP 	Gray_Square3: autoDraw = True
354.9054 	EXP 	text_3: autoDraw = True
356.7274 	EXP 	Gray_Square3: autoDraw = False
356.7274 	EXP 	text_3: autoDraw = False
356.7274 	EXP 	Gray_Square3: autoDraw = False
356.7274 	EXP 	text_3: autoDraw = False
356.7274 	EXP 	T1_text: text = '#'
356.7274 	EXP 	T2_text: text = '1'
356.7274 	EXP 	Gray_Square: autoDraw = True
356.7274 	EXP 	T1_text: autoDraw = True
356.8267 	EXP 	T1_text: autoDraw = False
356.8441 	EXP 	T1_Delay: autoDraw = True
357.6291 	EXP 	T1_Delay: autoDraw = False
357.6291 	EXP 	T2_text: autoDraw = True
360.0868 	DATA 	Keypress: z
360.0924 	EXP 	New trial (rep=5, index=0): None
360.1037 	EXP 	Gray_Square: autoDraw = False
360.1037 	EXP 	T1_text: autoDraw = False
360.1037 	EXP 	T1_Delay: autoDraw = False
360.1037 	EXP 	T2_text: autoDraw = False
360.1037 	EXP 	Gray_Square2: autoDraw = False
360.1037 	EXP 	X_or_Y: autoDraw = False
360.1037 	EXP 	Gray_Square3: autoDraw = True
360.1037 	EXP 	text_3: autoDraw = True
361.8082 	EXP 	Gray_Square3: autoDraw = False
361.8082 	EXP 	text_3: autoDraw = False
361.8082 	EXP 	Gray_Square3: autoDraw = False
361.8082 	EXP 	text_3: autoDraw = False
361.8082 	EXP 	T1_text: text = 'X'
361.8082 	EXP 	T2_text: text = '1'
361.8082 	EXP 	Gray_Square: autoDraw = True
361.8082 	EXP 	T1_text: autoDraw = True
361.9085 	EXP 	T1_text: autoDraw = False
361.9260 	EXP 	T1_Delay: autoDraw = True
362.7109 	EXP 	T1_Delay: autoDraw = False
362.7109 	EXP 	T2_text: autoDraw = True
363.5805 	DATA 	Keypress: z
363.5974 	EXP 	Gray_Square: autoDraw = False
363.5974 	EXP 	T1_text: autoDraw = False
363.5974 	EXP 	T1_Delay: autoDraw = False
363.5974 	EXP 	T2_text: autoDraw = False
363.5974 	EXP 	Gray_Square2: autoDraw = True
363.5974 	EXP 	X_or_Y: autoDraw = True
364.3494 	DATA 	Keypress: bracketleft
364.3535 	EXP 	New trial (rep=6, index=0): None
364.3663 	EXP 	Gray_Square2: autoDraw = False
364.3663 	EXP 	X_or_Y: autoDraw = False
364.3663 	EXP 	Gray_Square3: autoDraw = True
364.3663 	EXP 	text_3: autoDraw = True
366.2715 	EXP 	Gray_Square3: autoDraw = False
366.2715 	EXP 	text_3: autoDraw = False
366.2715 	EXP 	Gray_Square3: autoDraw = False
366.2715 	EXP 	text_3: autoDraw = False
366.2715 	EXP 	T1_text: text = 'X'
366.2715 	EXP 	T2_text: text = '1'
366.2715 	EXP 	Gray_Square: autoDraw = True
366.2715 	EXP 	T1_text: autoDraw = True
366.3718 	EXP 	T1_text: autoDraw = False
366.3885 	EXP 	T1_Delay: autoDraw = True
367.1743 	EXP 	T1_Delay: autoDraw = False
367.1743 	EXP 	T2_text: autoDraw = True
368.0282 	DATA 	Keypress: z
368.0604 	EXP 	Gray_Square: autoDraw = False
368.0604 	EXP 	T1_text: autoDraw = False
368.0604 	EXP 	T1_Delay: autoDraw = False
368.0604 	EXP 	T2_text: autoDraw = False
368.0604 	EXP 	Gray_Square2: autoDraw = True
368.0604 	EXP 	X_or_Y: autoDraw = True
368.5616 	DATA 	Keypress: bracketleft
368.5657 	EXP 	New trial (rep=7, index=0): None
368.5781 	EXP 	Gray_Square2: autoDraw = False
368.5781 	EXP 	X_or_Y: autoDraw = False
368.5781 	EXP 	Gray_Square3: autoDraw = True
368.5781 	EXP 	text_3: autoDraw = True
370.3678 	EXP 	Gray_Square3: autoDraw = False
370.3678 	EXP 	text_3: autoDraw = False
370.3678 	EXP 	Gray_Square3: autoDraw = False
370.3678 	EXP 	text_3: autoDraw = False
370.3678 	EXP 	T1_text: text = 'X'
370.3678 	EXP 	T2_text: text = '1'
370.3678 	EXP 	Gray_Square: autoDraw = True
370.3678 	EXP 	T1_text: autoDraw = True
370.4673 	EXP 	T1_text: autoDraw = False
370.4848 	EXP 	T1_Delay: autoDraw = True
371.2700 	EXP 	T1_Delay: autoDraw = False
371.2700 	EXP 	T2_text: autoDraw = True
373.7610 	DATA 	Keypress: z
373.7769 	EXP 	Gray_Square: autoDraw = False
373.7769 	EXP 	T1_text: autoDraw = False
373.7769 	EXP 	T1_Delay: autoDraw = False
373.7769 	EXP 	T2_text: autoDraw = False
373.7769 	EXP 	Gray_Square2: autoDraw = True
373.7769 	EXP 	X_or_Y: autoDraw = True
374.6153 	DATA 	Keypress: bracketleft
374.6193 	EXP 	New trial (rep=8, index=0): None
374.6299 	EXP 	Gray_Square2: autoDraw = False
374.6299 	EXP 	X_or_Y: autoDraw = False
374.6299 	EXP 	Gray_Square3: autoDraw = True
374.6299 	EXP 	text_3: autoDraw = True
376.6019 	EXP 	Gray_Square3: autoDraw = False
376.6019 	EXP 	text_3: autoDraw = False
376.6019 	EXP 	Gray_Square3: autoDraw = False
376.6019 	EXP 	text_3: autoDraw = False
376.6019 	EXP 	T1_text: text = 'Y'
376.6019 	EXP 	T2_text: text = '2'
376.6019 	EXP 	Gray_Square: autoDraw = True
376.6019 	EXP 	T1_text: autoDraw = True
376.7022 	EXP 	T1_text: autoDraw = False
376.7189 	EXP 	T1_Delay: autoDraw = True
377.5046 	EXP 	T1_Delay: autoDraw = False
377.5046 	EXP 	T2_text: autoDraw = True
379.2936 	DATA 	Keypress: slash
379.3100 	EXP 	Gray_Square: autoDraw = False
379.3100 	EXP 	T1_text: autoDraw = False
379.3100 	EXP 	T1_Delay: autoDraw = False
379.3100 	EXP 	T2_text: autoDraw = False
379.3100 	EXP 	Gray_Square2: autoDraw = True
379.3100 	EXP 	X_or_Y: autoDraw = True
379.8619 	DATA 	Keypress: bracketright
379.8659 	EXP 	New trial (rep=9, index=0): None
379.8783 	EXP 	Gray_Square2: autoDraw = False
379.8783 	EXP 	X_or_Y: autoDraw = False
379.8783 	EXP 	Gray_Square3: autoDraw = True
379.8783 	EXP 	text_3: autoDraw = True
381.8355 	EXP 	Gray_Square3: autoDraw = False
381.8355 	EXP 	text_3: autoDraw = False
381.8355 	EXP 	Gray_Square3: autoDraw = False
381.8355 	EXP 	text_3: autoDraw = False
381.8355 	EXP 	T1_text: text = 'Y'
381.8355 	EXP 	T2_text: text = '1'
381.8355 	EXP 	Gray_Square: autoDraw = True
381.8355 	EXP 	T1_text: autoDraw = True
381.9348 	EXP 	T1_text: autoDraw = False
381.9518 	EXP 	T1_Delay: autoDraw = True
382.7378 	EXP 	T1_Delay: autoDraw = False
382.7378 	EXP 	T2_text: autoDraw = True
385.0279 	DATA 	Keypress: z
385.0605 	EXP 	Gray_Square: autoDraw = False
385.0605 	EXP 	T1_text: autoDraw = False
385.0605 	EXP 	T1_Delay: autoDraw = False
385.0605 	EXP 	T2_text: autoDraw = False
385.0605 	EXP 	Gray_Square2: autoDraw = True
385.0605 	EXP 	X_or_Y: autoDraw = True
385.6629 	DATA 	Keypress: bracketright
385.6669 	EXP 	New trial (rep=10, index=0): None
385.6798 	EXP 	Gray_Square2: autoDraw = False
385.6798 	EXP 	X_or_Y: autoDraw = False
385.6798 	EXP 	Gray_Square3: autoDraw = True
385.6798 	EXP 	text_3: autoDraw = True
386.8667 	EXP 	Gray_Square3: autoDraw = False
